Quantity,Discipline,Quantity TypeId,Type Catalog String,Unit Name,Unit TypeId,Unit Symbol,Conversion Factor From Internal,Conversion Factor To Internal,Is Valid
"Reinforcement Area per Unit Length","Structural","autodesk.spec.aec.structural:reinforcementAreaPerUnitLength-2.0.0","REINFORCEMENT_AREA_PER_UNIT_LENGTH","Square feet per foot","autodesk.unit.unit:squareFeetPerFoot-1.0.1","ft²/ft",1,1,True
"Reinforcement Area per Unit Length","Structural","autodesk.spec.aec.structural:reinforcementAreaPerUnitLength-2.0.0","REINFORCEMENT_AREA_PER_UNIT_LENGTH","Square inches per foot","autodesk.unit.unit:squareInchesPerFoot-1.0.1","in²/ft",144,0.00694444444444444,True
"Reinforcement Area per Unit Length","Structural","autodesk.spec.aec.structural:reinforcementAreaPerUnitLength-2.0.0","REINFORCEMENT_AREA_PER_UNIT_LENGTH","Square meters per meter","autodesk.unit.unit:squareMetersPerMeter-1.0.1","m²/m",0.3048,3.28083989501312,True
"Reinforcement Area per Unit Length","Structural","autodesk.spec.aec.structural:reinforcementAreaPerUnitLength-2.0.0","REINFORCEMENT_AREA_PER_UNIT_LENGTH","Square millimeters per meter","autodesk.unit.unit:squareMillimetersPerMeter-1.0.1","mm²/m",304800,3.28083989501312E-06,True
"Reinforcement Cover","Structural","autodesk.spec.aec.structural:reinforcementCover-2.0.0","REINFORCEMENT_COVER","Centimeters","autodesk.unit.unit:centimeters-1.0.1","cm",30.48,0.0328083989501312,True
"Reinforcement Cover","Structural","autodesk.spec.aec.structural:reinforcementCover-2.0.0","REINFORCEMENT_COVER","Feet","autodesk.unit.unit:feet-1.0.1","LF",1,1,True
"Reinforcement Cover","Structural","autodesk.spec.aec.structural:reinforcementCover-2.0.0","REINFORCEMENT_COVER","Inches","autodesk.unit.unit:inches-1.0.1",""",12,0.0833333333333333,True
"Reinforcement Cover","Structural","autodesk.spec.aec.structural:reinforcementCover-2.0.0","REINFORCEMENT_COVER","Meters","autodesk.unit.unit:meters-1.0.0","m",0.3048,3.28083989501312,True
"Reinforcement Cover","Structural","autodesk.spec.aec.structural:reinforcementCover-2.0.0","REINFORCEMENT_COVER","Millimeters","autodesk.unit.unit:millimeters-1.0.1","mm",304.8,0.00328083989501312,True
"Reinforcement Cover","Structural","autodesk.spec.aec.structural:reinforcementCover-2.0.0","REINFORCEMENT_COVER","Feet and fractional inches","autodesk.unit.unit:feetFractionalInches-1.0.0","",1,1,True
"Reinforcement Cover","Structural","autodesk.spec.aec.structural:reinforcementCover-2.0.0","REINFORCEMENT_COVER","Fractional inches","autodesk.unit.unit:fractionalInches-1.0.0","",12,0.0833333333333333,True
"Reinforcement Length","Structural","autodesk.spec.aec.structural:reinforcementLength-2.0.0","REINFORCEMENT_LENGTH","Centimeters","autodesk.unit.unit:centimeters-1.0.1","cm",30.48,0.0328083989501312,True
"Reinforcement Length","Structural","autodesk.spec.aec.structural:reinforcementLength-2.0.0","REINFORCEMENT_LENGTH","Decimeters","autodesk.unit.unit:decimeters-1.0.1","dm",3.048,0.328083989501312,True
"Reinforcement Length","Structural","autodesk.spec.aec.structural:reinforcementLength-2.0.0","REINFORCEMENT_LENGTH","Feet","autodesk.unit.unit:feet-1.0.1","LF",1,1,True
"Reinforcement Length","Structural","autodesk.spec.aec.structural:reinforcementLength-2.0.0","REINFORCEMENT_LENGTH","Inches","autodesk.unit.unit:inches-1.0.1",""",12,0.0833333333333333,True
"Reinforcement Length","Structural","autodesk.spec.aec.structural:reinforcementLength-2.0.0","REINFORCEMENT_LENGTH","Meters","autodesk.unit.unit:meters-1.0.0","m",0.3048,3.28083989501312,True
"Reinforcement Length","Structural","autodesk.spec.aec.structural:reinforcementLength-2.0.0","REINFORCEMENT_LENGTH","Millimeters","autodesk.unit.unit:millimeters-1.0.1","mm",304.8,0.00328083989501312,True
"Reinforcement Length","Structural","autodesk.spec.aec.structural:reinforcementLength-2.0.0","REINFORCEMENT_LENGTH","Feet and fractional inches","autodesk.unit.unit:feetFractionalInches-1.0.0","",1,1,True
"Reinforcement Length","Structural","autodesk.spec.aec.structural:reinforcementLength-2.0.0","REINFORCEMENT_LENGTH","Fractional inches","autodesk.unit.unit:fractionalInches-1.0.0","",12,0.0833333333333333,True
"Reinforcement Length","Structural","autodesk.spec.aec.structural:reinforcementLength-2.0.0","REINFORCEMENT_LENGTH","Meters and centimeters","autodesk.unit.unit:metersCentimeters-1.0.0","",0.3048,3.28083989501312,True
"Reinforcement Spacing","Structural","autodesk.spec.aec.structural:reinforcementSpacing-2.0.0","REINFORCEMENT_SPACING","Centimeters","autodesk.unit.unit:centimeters-1.0.1","cm",30.48,0.0328083989501312,True
"Reinforcement Spacing","Structural","autodesk.spec.aec.structural:reinforcementSpacing-2.0.0","REINFORCEMENT_SPACING","Decimeters","autodesk.unit.unit:decimeters-1.0.1","dm",3.048,0.328083989501312,True
"Reinforcement Spacing","Structural","autodesk.spec.aec.structural:reinforcementSpacing-2.0.0","REINFORCEMENT_SPACING","Feet","autodesk.unit.unit:feet-1.0.1","LF",1,1,True
"Reinforcement Spacing","Structural","autodesk.spec.aec.structural:reinforcementSpacing-2.0.0","REINFORCEMENT_SPACING","Inches","autodesk.unit.unit:inches-1.0.1",""",12,0.0833333333333333,True
"Reinforcement Spacing","Structural","autodesk.spec.aec.structural:reinforcementSpacing-2.0.0","REINFORCEMENT_SPACING","Meters","autodesk.unit.unit:meters-1.0.0","m",0.3048,3.28083989501312,True
"Reinforcement Spacing","Structural","autodesk.spec.aec.structural:reinforcementSpacing-2.0.0","REINFORCEMENT_SPACING","Millimeters","autodesk.unit.unit:millimeters-1.0.1","mm",304.8,0.00328083989501312,True
"Reinforcement Spacing","Structural","autodesk.spec.aec.structural:reinforcementSpacing-2.0.0","REINFORCEMENT_SPACING","Feet and fractional inches","autodesk.unit.unit:feetFractionalInches-1.0.0","",1,1,True
"Reinforcement Spacing","Structural","autodesk.spec.aec.structural:reinforcementSpacing-2.0.0","REINFORCEMENT_SPACING","Fractional inches","autodesk.unit.unit:fractionalInches-1.0.0","",12,0.0833333333333333,True
"Reinforcement Spacing","Structural","autodesk.spec.aec.structural:reinforcementSpacing-2.0.0","REINFORCEMENT_SPACING","Meters and centimeters","autodesk.unit.unit:metersCentimeters-1.0.0","",0.3048,3.28083989501312,True
"Reinforcement Volume","Structural","autodesk.spec.aec.structural:reinforcementVolume-2.0.0","REINFORCEMENT_VOLUME","Cubic centimeters","autodesk.unit.unit:cubicCentimeters-1.0.1","cm³",28316.846592,3.53146667214886E-05,True
"Reinforcement Volume","Structural","autodesk.spec.aec.structural:reinforcementVolume-2.0.0","REINFORCEMENT_VOLUME","Cubic feet","autodesk.unit.unit:cubicFeet-1.0.1","ft³",1,1,True
"Reinforcement Volume","Structural","autodesk.spec.aec.structural:reinforcementVolume-2.0.0","REINFORCEMENT_VOLUME","Cubic inches","autodesk.unit.unit:cubicInches-1.0.1","in³",1728,0.000578703703703704,True
"Reinforcement Volume","Structural","autodesk.spec.aec.structural:reinforcementVolume-2.0.0","REINFORCEMENT_VOLUME","Cubic meters","autodesk.unit.unit:cubicMeters-1.0.1","m³",0.028316846592,35.3146667214886,True
"Reinforcement Volume","Structural","autodesk.spec.aec.structural:reinforcementVolume-2.0.0","REINFORCEMENT_VOLUME","Cubic millimeters","autodesk.unit.unit:cubicMillimeters-1.0.1","mm³",28316846.592,3.53146667214886E-08,True
"Reinforcement Volume","Structural","autodesk.spec.aec.structural:reinforcementVolume-2.0.0","REINFORCEMENT_VOLUME","Cubic yards","autodesk.unit.unit:cubicYards-1.0.1","yd³",0.037037037037037,27,True
"Reinforcement Volume","Structural","autodesk.spec.aec.structural:reinforcementVolume-2.0.0","REINFORCEMENT_VOLUME","Liters","autodesk.unit.unit:liters-1.0.1","L",28.316846592,0.0353146667214886,True
"Reinforcement Volume","Structural","autodesk.spec.aec.structural:reinforcementVolume-2.0.0","REINFORCEMENT_VOLUME","US gallons","autodesk.unit.unit:usGallons-1.0.1","gal",7.48051948051948,0.133680555555556,True
"Rotation","Structural","autodesk.spec.aec.structural:rotation-2.0.0","ROTATION","Degrees","autodesk.unit.unit:degrees-1.0.1","°",57.2957795130824,0.0174532925199433,True
"Rotation","Structural","autodesk.spec.aec.structural:rotation-2.0.0","ROTATION","Gradians","autodesk.unit.unit:gradians-1.0.1","grad",63.6619772367582,0.0157079632679489,True
"Rotation","Structural","autodesk.spec.aec.structural:rotation-2.0.0","ROTATION","Radians","autodesk.unit.unit:radians-1.0.0","rad",1,1,True
"Rotation","Structural","autodesk.spec.aec.structural:rotation-2.0.0","ROTATION","Degrees minutes seconds","autodesk.unit.unit:degreesMinutes-1.0.0","",57.2957795130824,0.0174532925199433,True
"Rotational Line Spring Coefficient","Structural","autodesk.spec.aec.structural:rotationalLineSpringCoefficient-2.0.0","ROTATIONAL_LINEAR_SPRING_COEFFICIENT","Kilonewton meters per degree per meter","autodesk.unit.unit:kilonewtonMetersPerDegreePerMeter-1.0.1","kN-m/°/m",5.31976356007871E-06,187978.279242396,True
"Rotational Line Spring Coefficient","Structural","autodesk.spec.aec.structural:rotationalLineSpringCoefficient-2.0.0","ROTATIONAL_LINEAR_SPRING_COEFFICIENT","Kip feet per degree per foot","autodesk.unit.unit:kipFeetPerDegreePerFoot-1.0.1","kip-ft/°/ft",1.19593042348165E-06,836169.044925501,True
"Rotational Point Spring Coefficient","Structural","autodesk.spec.aec.structural:rotationalPointSpringCoefficient-2.0.0","ROTATIONAL_POINT_SPRING_COEFFICIENT","Kilonewton meters per degree","autodesk.unit.unit:kilonewtonMetersPerDegree-1.0.1","kN-m/°",1.62146393311199E-06,616726.637934371,True
"Rotational Point Spring Coefficient","Structural","autodesk.spec.aec.structural:rotationalPointSpringCoefficient-2.0.0","ROTATIONAL_POINT_SPRING_COEFFICIENT","Kip feet per degree","autodesk.unit.unit:kipFeetPerDegree-1.0.1","kip-ft/°",1.19593042348165E-06,836169.044925501,True
"Section Area","Structural","autodesk.spec.aec.structural:sectionArea-2.0.0","SECTION_AREA","Square centimeters","autodesk.unit.unit:squareCentimeters-1.0.1","cm²",929.0304,0.00107639104167097,True
"Section Area","Structural","autodesk.spec.aec.structural:sectionArea-2.0.0","SECTION_AREA","Square feet","autodesk.unit.unit:squareFeet-1.0.1","SF",1,1,True
"Section Area","Structural","autodesk.spec.aec.structural:sectionArea-2.0.0","SECTION_AREA","Square inches","autodesk.unit.unit:squareInches-1.0.1","in²",144,0.00694444444444444,True
"Section Area","Structural","autodesk.spec.aec.structural:sectionArea-2.0.0","SECTION_AREA","Square meters","autodesk.unit.unit:squareMeters-1.0.1","m²",0.09290304,10.7639104167097,True
"Section Area","Structural","autodesk.spec.aec.structural:sectionArea-2.0.0","SECTION_AREA","Square millimeters","autodesk.unit.unit:squareMillimeters-1.0.1","mm²",92903.04,1.07639104167097E-05,True
"Section Dimension","Structural","autodesk.spec.aec.structural:sectionDimension-2.0.0","SECTION_DIMENSION","Centimeters","autodesk.unit.unit:centimeters-1.0.1","cm",30.48,0.0328083989501312,True
"Section Dimension","Structural","autodesk.spec.aec.structural:sectionDimension-2.0.0","SECTION_DIMENSION","Decimeters","autodesk.unit.unit:decimeters-1.0.1","dm",3.048,0.328083989501312,True
"Section Dimension","Structural","autodesk.spec.aec.structural:sectionDimension-2.0.0","SECTION_DIMENSION","Feet","autodesk.unit.unit:feet-1.0.1","LF",1,1,True
"Section Dimension","Structural","autodesk.spec.aec.structural:sectionDimension-2.0.0","SECTION_DIMENSION","Inches","autodesk.unit.unit:inches-1.0.1",""",12,0.0833333333333333,True
"Section Dimension","Structural","autodesk.spec.aec.structural:sectionDimension-2.0.0","SECTION_DIMENSION","Meters","autodesk.unit.unit:meters-1.0.0","m",0.3048,3.28083989501312,True
"Section Dimension","Structural","autodesk.spec.aec.structural:sectionDimension-2.0.0","SECTION_DIMENSION","Millimeters","autodesk.unit.unit:millimeters-1.0.1","mm",304.8,0.00328083989501312,True
"Section Dimension","Structural","autodesk.spec.aec.structural:sectionDimension-2.0.0","SECTION_DIMENSION","Feet and fractional inches","autodesk.unit.unit:feetFractionalInches-1.0.0","",1,1,True
"Section Dimension","Structural","autodesk.spec.aec.structural:sectionDimension-2.0.0","SECTION_DIMENSION","Fractional inches","autodesk.unit.unit:fractionalInches-1.0.0","",12,0.0833333333333333,True
"Section Dimension","Structural","autodesk.spec.aec.structural:sectionDimension-2.0.0","SECTION_DIMENSION","Meters and centimeters","autodesk.unit.unit:metersCentimeters-1.0.0","",0.3048,3.28083989501312,True
"Section Modulus","Structural","autodesk.spec.aec.structural:sectionModulus-2.0.0","SECTION_MODULUS","Cubic centimeters","autodesk.unit.unit:cubicCentimeters-1.0.1","cm³",28316.846592,3.53146667214886E-05,True
"Section Modulus","Structural","autodesk.spec.aec.structural:sectionModulus-2.0.0","SECTION_MODULUS","Cubic feet","autodesk.unit.unit:cubicFeet-1.0.1","ft³",1,1,True
"Section Modulus","Structural","autodesk.spec.aec.structural:sectionModulus-2.0.0","SECTION_MODULUS","Cubic inches","autodesk.unit.unit:cubicInches-1.0.1","in³",1728,0.000578703703703704,True
"Section Modulus","Structural","autodesk.spec.aec.structural:sectionModulus-2.0.0","SECTION_MODULUS","Cubic meters","autodesk.unit.unit:cubicMeters-1.0.1","m³",0.028316846592,35.3146667214886,True
"Section Modulus","Structural","autodesk.spec.aec.structural:sectionModulus-2.0.0","SECTION_MODULUS","Cubic millimeters","autodesk.unit.unit:cubicMillimeters-1.0.1","mm³",28316846.592,3.53146667214886E-08,True
"Section Property","Structural","autodesk.spec.aec.structural:sectionProperty-2.0.0","SECTION_PROPERTY","Centimeters","autodesk.unit.unit:centimeters-1.0.1","cm",30.48,0.0328083989501312,True
"Section Property","Structural","autodesk.spec.aec.structural:sectionProperty-2.0.0","SECTION_PROPERTY","Decimeters","autodesk.unit.unit:decimeters-1.0.1","dm",3.048,0.328083989501312,True
"Section Property","Structural","autodesk.spec.aec.structural:sectionProperty-2.0.0","SECTION_PROPERTY","Feet","autodesk.unit.unit:feet-1.0.1","LF",1,1,True
"Section Property","Structural","autodesk.spec.aec.structural:sectionProperty-2.0.0","SECTION_PROPERTY","Inches","autodesk.unit.unit:inches-1.0.1",""",12,0.0833333333333333,True
"Section Property","Structural","autodesk.spec.aec.structural:sectionProperty-2.0.0","SECTION_PROPERTY","Meters","autodesk.unit.unit:meters-1.0.0","m",0.3048,3.28083989501312,True
"Section Property","Structural","autodesk.spec.aec.structural:sectionProperty-2.0.0","SECTION_PROPERTY","Millimeters","autodesk.unit.unit:millimeters-1.0.1","mm",304.8,0.00328083989501312,True
"Section Property","Structural","autodesk.spec.aec.structural:sectionProperty-2.0.0","SECTION_PROPERTY","Feet and fractional inches","autodesk.unit.unit:feetFractionalInches-1.0.0","",1,1,True
"Section Property","Structural","autodesk.spec.aec.structural:sectionProperty-2.0.0","SECTION_PROPERTY","Fractional inches","autodesk.unit.unit:fractionalInches-1.0.0","",12,0.0833333333333333,True
"Section Property","Structural","autodesk.spec.aec.structural:sectionProperty-2.0.0","SECTION_PROPERTY","Meters and centimeters","autodesk.unit.unit:metersCentimeters-1.0.0","",0.3048,3.28083989501312,True
"Stress","Structural","autodesk.spec.aec.structural:stress-2.0.0","STRESS","Bars","autodesk.unit.unit:bars-1.0.1","bar",3.28083989501312E-05,30480,True
"Stress","Structural","autodesk.spec.aec.structural:stress-2.0.0","STRESS","Dekanewtons per square meter","autodesk.unit.unit:dekanewtonsPerSquareMeter-1.0.1","daN/m²",0.328083989501312,3.048,True
"Stress","Structural","autodesk.spec.aec.structural:stress-2.0.0","STRESS","Kilograms force per square meter","autodesk.unit.unit:kilogramsForcePerSquareMeter-1.0.1","kgf/m²",0.334552563312969,2.98906692,True
"Stress","Structural","autodesk.spec.aec.structural:stress-2.0.0","STRESS","Kilonewtons per square centimeter","autodesk.unit.unit:kilonewtonsPerSquareCentimeter-1.0.1","kN/cm²",3.28083989501312E-07,3048000,True
"Stress","Structural","autodesk.spec.aec.structural:stress-2.0.0","STRESS","Kilonewtons per square meter","autodesk.unit.unit:kilonewtonsPerSquareMeter-1.0.1","kN/m²",0.00328083989501312,304.8,True
"Stress","Structural","autodesk.spec.aec.structural:stress-2.0.0","STRESS","Kilonewtons per square millimeter","autodesk.unit.unit:kilonewtonsPerSquareMillimeter-1.0.1","kN/mm²",3.28083989501312E-09,304800000,True
"Stress","Structural","autodesk.spec.aec.structural:stress-2.0.0","STRESS","Kilopascals","autodesk.unit.unit:kilopascals-1.0.1","kPa",0.00328083989501312,304.8,True
"Stress","Structural","autodesk.spec.aec.structural:stress-2.0.0","STRESS","Kips per square foot","autodesk.unit.unit:kipsPerSquareFoot-1.0.1","ksf",6.85217658567918E-05,14593.9029372064,True
"Stress","Structural","autodesk.spec.aec.structural:stress-2.0.0","STRESS","Kips per square inch","autodesk.unit.unit:kipsPerSquareInch-1.0.1","ksi",4.75845596227721E-07,2101522.02295772,True
"Stress","Structural","autodesk.spec.aec.structural:stress-2.0.0","STRESS","Meganewtons per square meter","autodesk.unit.unit:meganewtonsPerSquareMeter-1.0.1","MN/m²",3.28083989501312E-06,304800,True
"Stress","Structural","autodesk.spec.aec.structural:stress-2.0.0","STRESS","Megapascals","autodesk.unit.unit:megapascals-1.0.1","MPa",3.28083989501312E-06,304800,True
"Stress","Structural","autodesk.spec.aec.structural:stress-2.0.0","STRESS","Newtons per square meter","autodesk.unit.unit:newtonsPerSquareMeter-1.0.1","N/m²",3.28083989501312,0.3048,True
"Stress","Structural","autodesk.spec.aec.structural:stress-2.0.0","STRESS","Newtons per square millimeter","autodesk.unit.unit:newtonsPerSquareMillimeter-1.0.1","N/mm²",3.28083989501312E-06,304800,True
"Stress","Structural","autodesk.spec.aec.structural:stress-2.0.0","STRESS","Pascals","autodesk.unit.unit:pascals-1.0.1","Pa",3.28083989501312,0.3048,True
"Stress","Structural","autodesk.spec.aec.structural:stress-2.0.0","STRESS","Pounds force per square foot","autodesk.unit.unit:poundsForcePerSquareFoot-1.0.1","psf",0.0685217658567918,14.5939029372064,True
"Stress","Structural","autodesk.spec.aec.structural:stress-2.0.0","STRESS","Pounds force per square inch","autodesk.unit.unit:poundsForcePerSquareInch-1.0.1","psig",0.000475845596227721,2101.52202295772,True
"Stress","Structural","autodesk.spec.aec.structural:stress-2.0.0","STRESS","Tonnes force per square meter","autodesk.unit.unit:tonnesForcePerSquareMeter-1.0.1","Tf/m²",0.000334552563312969,2989.06692,True
"Surface Area per Unit Length","Structural","autodesk.spec.aec.structural:surfaceAreaPerUnitLength-2.0.0","SURFACE_AREA","Square feet per foot","autodesk.unit.unit:squareFeetPerFoot-1.0.1","ft²/ft",1,1,True
"Surface Area per Unit Length","Structural","autodesk.spec.aec.structural:surfaceAreaPerUnitLength-2.0.0","SURFACE_AREA","Square meters per meter","autodesk.unit.unit:squareMetersPerMeter-1.0.1","m²/m",0.3048,3.28083989501312,True
"Thermal Expansion Coefficient","Structural","autodesk.spec.aec.structural:thermalExpansionCoefficient-2.0.0","THERMAL_EXPANSION_COEFFICIENT","Inverse degrees Celsius","autodesk.unit.unit:inverseDegreesCelsius-1.0.1","1/°C",1,1,True
"Thermal Expansion Coefficient","Structural","autodesk.spec.aec.structural:thermalExpansionCoefficient-2.0.0","THERMAL_EXPANSION_COEFFICIENT","Inverse degrees Fahrenheit","autodesk.unit.unit:inverseDegreesFahrenheit-1.0.1","1/°F",0.555555555555556,1.8,True
"Thermal Expansion Coefficient","Structural","autodesk.spec.aec.structural:thermalExpansionCoefficient-2.0.0","THERMAL_EXPANSION_COEFFICIENT","Microinches per inch degree Fahrenheit","autodesk.unit.unit:microinchesPerInchDegreeFahrenheit-1.0.1","µin/(in·°F)",555555.555555556,1.8E-06,True
"Thermal Expansion Coefficient","Structural","autodesk.spec.aec.structural:thermalExpansionCoefficient-2.0.0","THERMAL_EXPANSION_COEFFICIENT","Micrometers per meter degree Celsius","autodesk.unit.unit:micrometersPerMeterDegreeCelsius-1.0.1","µm/(m·°C)",1000000,1E-06,True
"Unit Weight","Structural","autodesk.spec.aec.structural:unitWeight-2.0.0","UNIT_WEIGHT","Kilonewtons per cubic meter","autodesk.unit.unit:kilonewtonsPerCubicMeter-1.0.1","kN/m³",0.0107639104167097,92.90304,True
"Unit Weight","Structural","autodesk.spec.aec.structural:unitWeight-2.0.0","UNIT_WEIGHT","Kips per cubic inch","autodesk.unit.unit:kipsPerCubicInch-1.0.1","kip/in³",3.96537996856434E-08,25218264.2754926,True
"Unit Weight","Structural","autodesk.spec.aec.structural:unitWeight-2.0.0","UNIT_WEIGHT","Pounds force per cubic foot","autodesk.unit.unit:poundsForcePerCubicFoot-1.0.1","lbf/ft³",0.0685217658567918,14.5939029372064,True
"Velocity","Structural","autodesk.spec.aec.structural:velocity-2.0.0","VELOCITY","Centimeters per minute","autodesk.unit.unit:centimetersPerMinute-1.0.1","cm/min",1828.8,0.000546806649168854,True
"Velocity","Structural","autodesk.spec.aec.structural:velocity-2.0.0","VELOCITY","Feet per minute","autodesk.unit.unit:feetPerMinute-1.0.1","ft/min",60,0.0166666666666667,True
"Velocity","Structural","autodesk.spec.aec.structural:velocity-2.0.0","VELOCITY","Feet per second","autodesk.unit.unit:feetPerSecond-1.0.1","ft/s",1,1,True
"Velocity","Structural","autodesk.spec.aec.structural:velocity-2.0.0","VELOCITY","Kilometers per hour","autodesk.unit.unit:kilometersPerHour-1.0.1","km/h",1.09728,0.911344415281423,True
"Velocity","Structural","autodesk.spec.aec.structural:velocity-2.0.0","VELOCITY","Meters per second","autodesk.unit.unit:metersPerSecond-1.0.1","m/s",0.3048,3.28083989501312,True
"Velocity","Structural","autodesk.spec.aec.structural:velocity-2.0.0","VELOCITY","Miles per hour","autodesk.unit.unit:milesPerHour-1.0.1","mph",0.681818181818182,1.46666666666667,True
"Warping Constant","Structural","autodesk.spec.aec.structural:warpingConstant-2.0.0","WARPING_CONSTANT","Centimeters to the sixth power","autodesk.unit.unit:centimetersToTheSixthPower-1.0.1","cm⁶",801843800.914862,1.24712568564981E-09,True
"Warping Constant","Structural","autodesk.spec.aec.structural:warpingConstant-2.0.0","WARPING_CONSTANT","Feet to the sixth power","autodesk.unit.unit:feetToTheSixthPower-1.0.1","ft⁶",1,1,True
"Warping Constant","Structural","autodesk.spec.aec.structural:warpingConstant-2.0.0","WARPING_CONSTANT","Inches to the sixth power","autodesk.unit.unit:inchesToTheSixthPower-1.0.1","in⁶",2985984,3.34897976680384E-07,True
"Warping Constant","Structural","autodesk.spec.aec.structural:warpingConstant-2.0.0","WARPING_CONSTANT","Meters to the sixth power","autodesk.unit.unit:metersToTheSixthPower-1.0.1","m⁶",0.000801843800914862,1247.12568564981,True
"Warping Constant","Structural","autodesk.spec.aec.structural:warpingConstant-2.0.0","WARPING_CONSTANT","Millimeters to the sixth power","autodesk.unit.unit:millimetersToTheSixthPower-1.0.1","mm⁶",801843800914862,1.24712568564981E-15,True
"Weight","Structural","autodesk.spec.aec.structural:weight-2.0.0","WEIGHT","Dekanewtons","autodesk.unit.unit:dekanewtons-1.0.1","daN",0.03048,32.8083989501312,True
"Weight","Structural","autodesk.spec.aec.structural:weight-2.0.0","WEIGHT","Kilograms force","autodesk.unit.unit:kilogramsForce-1.0.1","kgf",0.0310809501715673,32.1740485564304,True
"Weight","Structural","autodesk.spec.aec.structural:weight-2.0.0","WEIGHT","Kilonewtons","autodesk.unit.unit:kilonewtons-1.0.1","kN",0.0003048,3280.83989501312,True
"Weight","Structural","autodesk.spec.aec.structural:weight-2.0.0","WEIGHT","Kips","autodesk.unit.unit:kips-1.0.1","kip",6.85217658567918E-05,14593.9029372064,True
"Weight","Structural","autodesk.spec.aec.structural:weight-2.0.0","WEIGHT","Meganewtons","autodesk.unit.unit:meganewtons-1.0.1","MN",3.048E-07,3280839.89501312,True
"Weight","Structural","autodesk.spec.aec.structural:weight-2.0.0","WEIGHT","Newtons","autodesk.unit.unit:newtons-1.0.1","N",0.3048,3.28083989501312,True
"Weight","Structural","autodesk.spec.aec.structural:weight-2.0.0","WEIGHT","Pounds force","autodesk.unit.unit:poundsForce-1.0.1","lb",0.0685217658567918,14.5939029372064,True
"Weight","Structural","autodesk.spec.aec.structural:weight-2.0.0","WEIGHT","Tonnes force","autodesk.unit.unit:tonnesForce-1.0.1","Tf",3.10809501715673E-05,32174.0485564304,True
"Weight","Structural","autodesk.spec.aec.structural:weight-2.0.0","WEIGHT","US tonnes force","autodesk.unit.unit:usTonnesForce-1.0.1","Tons",3.42608829283959E-05,29187.8058744127,True
"Weight per Unit Length","Structural","autodesk.spec.aec.structural:weightPerUnitLength-2.0.0","WEIGHT_PER_UNIT_LENGTH","Dekanewtons per meter","autodesk.unit.unit:dekanewtonsPerMeter-1.0.1","daN/m",0.1,10,True
"Weight per Unit Length","Structural","autodesk.spec.aec.structural:weightPerUnitLength-2.0.0","WEIGHT_PER_UNIT_LENGTH","Kilograms force per meter","autodesk.unit.unit:kilogramsForcePerMeter-1.0.1","kgf/m",0.101971621297793,9.80665,True
"Weight per Unit Length","Structural","autodesk.spec.aec.structural:weightPerUnitLength-2.0.0","WEIGHT_PER_UNIT_LENGTH","Kilonewtons per meter","autodesk.unit.unit:kilonewtonsPerMeter-1.0.1","kN/m",0.001,1000,True
"Weight per Unit Length","Structural","autodesk.spec.aec.structural:weightPerUnitLength-2.0.0","WEIGHT_PER_UNIT_LENGTH","Kips per foot","autodesk.unit.unit:kipsPerFoot-1.0.1","kip/ft",6.85217658567918E-05,14593.9029372064,True
"Weight per Unit Length","Structural","autodesk.spec.aec.structural:weightPerUnitLength-2.0.0","WEIGHT_PER_UNIT_LENGTH","Kips per inch","autodesk.unit.unit:kipsPerInch-1.0.1","kip/in",5.71014715473265E-06,175126.835246476,True
"Weight per Unit Length","Structural","autodesk.spec.aec.structural:weightPerUnitLength-2.0.0","WEIGHT_PER_UNIT_LENGTH","Meganewtons per meter","autodesk.unit.unit:meganewtonsPerMeter-1.0.1","MN/m",1E-06,1000000,True
"Weight per Unit Length","Structural","autodesk.spec.aec.structural:weightPerUnitLength-2.0.0","WEIGHT_PER_UNIT_LENGTH","Newtons per meter","autodesk.unit.unit:newtonsPerMeter-1.0.1","N/m",1,1,True
"Weight per Unit Length","Structural","autodesk.spec.aec.structural:weightPerUnitLength-2.0.0","WEIGHT_PER_UNIT_LENGTH","Pounds force per foot","autodesk.unit.unit:poundsForcePerFoot-1.0.1","lbf/ft",0.0685217658567918,14.5939029372064,True
"Weight per Unit Length","Structural","autodesk.spec.aec.structural:weightPerUnitLength-2.0.0","WEIGHT_PER_UNIT_LENGTH","Tonnes force per meter","autodesk.unit.unit:tonnesForcePerMeter-1.0.1","Tf/m",0.000101971621297793,9806.65,True
"Angle","Common","autodesk.spec.aec:angle-2.0.0","ANGLE","Degrees","autodesk.unit.unit:degrees-1.0.1","°",57.2957795130824,0.0174532925199433,True
"Angle","Common","autodesk.spec.aec:angle-2.0.0","ANGLE","Gradians","autodesk.unit.unit:gradians-1.0.1","grad",63.6619772367582,0.0157079632679489,True
"Angle","Common","autodesk.spec.aec:angle-2.0.0","ANGLE","Radians","autodesk.unit.unit:radians-1.0.0","rad",1,1,True
"Angle","Common","autodesk.spec.aec:angle-2.0.0","ANGLE","Degrees minutes seconds","autodesk.unit.unit:degreesMinutes-1.0.0","",57.2957795130824,0.0174532925199433,True
"Area","Common","autodesk.spec.aec:area-2.0.0","AREA","Acres","autodesk.unit.unit:acres-1.0.1","acres",2.29568411386593E-05,43560,True
"Area","Common","autodesk.spec.aec:area-2.0.0","AREA","Hectares","autodesk.unit.unit:hectares-1.0.1","hectare",9.290304E-06,107639.104167097,True
